id,name,type,desc,atk,def,level,race,attribute,scale,archetype,linkval,linkmarkers,image_url,image_url_small,ban_ocg,staple,views,upvotes,downvotes,ocg_date,has_effect
34193084,Fear from the Dark,Effect Monster,When this card is sent from your hand or Deck to your Graveyard by an opponent's card effect: Special Summon this card.,1700.0,1500.0,4.0,Zombie,DARK,,,,,https://images.ygoprodeck.com/images/cards/34193084.jpg,https://images.ygoprodeck.com/images/cards_small/34193084.jpg,,,58413,1,0,2002-11-21,1
55416843,Feast of the Wild LV5,Spell Card,"Special Summon up to 2 Level 5 Warrior-Type monsters from your hand and/or Graveyard, but their effects are negated, also, for the rest of this turn, they cannot attack.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/55416843.jpg,https://images.ygoprodeck.com/images/cards_small/55416843.jpg,,,69120,2,0,2014-04-19,1
19394153,Feather Shot,Spell Card,"Target 1 face-up ""Elemental HERO Avian"" you control; during this turn, that target can attack a number of times equal to the number of monsters you control when this card resolves, but cannot attack directly, and other monsters you control cannot attack this turn.",,,,Normal,,,Elemental HERO,,,https://images.ygoprodeck.com/images/cards/19394153.jpg,https://images.ygoprodeck.com/images/cards_small/19394153.jpg,,,42549,1,0,2005-08-11,1
71060915,Feather Wind,Trap Card,"When a Spell/Trap Card is activated while you control a face-up ""Elemental HERO Avian"": Negate the activation and destroy it.",,,,Counter,,,Elemental HERO,,,https://images.ygoprodeck.com/images/cards/71060915.jpg,https://images.ygoprodeck.com/images/cards_small/71060915.jpg,,,61804,0,2,2005-08-11,1
32271987,Featherizer,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard, you can send 1 Gemini monster from your Deck to the Graveyard and draw 1 card.",700.0,1100.0,2.0,Spellcaster,WIND,,,,,https://images.ygoprodeck.com/images/cards/32271987.jpg,https://images.ygoprodeck.com/images/cards_small/32271987.jpg,,,10286,1,0,2009-06-20,1
50785356,Feedback Warrior,Effect Monster,When this card is Normal or Special Summoned: You can target 1 face-up monster you control; it becomes Level 3.,800.0,700.0,3.0,Warrior,EARTH,,,,,https://images.ygoprodeck.com/images/cards/50785356.jpg,https://images.ygoprodeck.com/images/cards_small/50785356.jpg,,,6998,0,0,2011-03-19,1
92597893,"Feedran, the Winds of Mischief",Effect Monster,"If this card is Normal or Special Summoned: You can target 1 face-up monster you control; if it attacks a Defense Position monster this turn, inflict piercing battle damage to your opponent. During your opponent's turn (Quick Effect): You can target 1 other face-up monster on the field; change its battle position, then, return this card to the hand. You can only use each effect of ""Feedran, the Winds of Mischief"" once per turn.",1700.0,0.0,3.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/92597893.jpg,https://images.ygoprodeck.com/images/cards_small/92597893.jpg,,,13844,4,0,2020-10-03,1
3954901,Felgrand Dragon,Effect Monster,"Cannot be Special Summoned except from the Graveyard, and only if it was sent there from the field. If this card is Special Summoned: Target 1 monster in your Graveyard; this card gains ATK equal to that monster's Level x 200.",2800.0,2800.0,8.0,Dragon,LIGHT,,,,,https://images.ygoprodeck.com/images/cards/3954901.jpg,https://images.ygoprodeck.com/images/cards_small/3954901.jpg,,,48183,18,3,2007-06-23,1
73176465,"Felis, Lightsworn Archer",Tuner Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned by a card effect. If this card is sent from your Deck to the GY by a monster effect: Special Summon it. You can Tribute this card, then target 1 monster your opponent controls; destroy that target, then send the top 3 cards of your Deck to the GY.",1100.0,2000.0,4.0,Beast-Warrior,LIGHT,,Lightsworn,,,https://images.ygoprodeck.com/images/cards/73176465.jpg,https://images.ygoprodeck.com/images/cards_small/73176465.jpg,,,311808,4,3,2013-12-21,1
97396380,Fencing Fire Ferret,Effect Monster,"If this card is destroyed and sent to the GY: Target 1 face-up monster your opponent controls; destroy that target, and if you do, inflict 500 damage to your opponent.",1700.0,600.0,4.0,Beast,FIRE,,,,,https://images.ygoprodeck.com/images/cards/97396380.jpg,https://images.ygoprodeck.com/images/cards_small/97396380.jpg,,,55923,2,0,2012-12-23,1
50866755,Fenghuang,Spirit Monster,Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Destroy all Set Spell/Trap Cards your opponent controls.,2100.0,1800.0,6.0,Winged Beast,FIRE,,,,,https://images.ygoprodeck.com/images/cards/50866755.jpg,https://images.ygoprodeck.com/images/cards_small/50866755.jpg,,,20864,1,0,2011-07-16,1
35311929,Fengli the Soldrapom,Tuner Monster,"If this card is sent from the Deck to your GY by a monster effect: You can Special Summon this card, then, if you control another Plant monster, you can halve the ATK/DEF of 1 monster on the field. You can only use this effect of ""Fengli the Soldrapom"" once per turn. Once per turn, if this card on the field would be destroyed by battle or card effect, you can send 1 Plant monster from your Deck to the GY instead.",800.0,0.0,1.0,Plant,FIRE,,,,,https://images.ygoprodeck.com/images/cards/35311929.jpg,https://images.ygoprodeck.com/images/cards_small/35311929.jpg,,,25980,4,0,2021-07-17,1
37406863,Fengsheng Mirror,Spell Card,Look at your opponent's hand. Select and discard 1 Spirit monster to the Graveyard if Spirit monsters exist in his/her hand.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/37406863.jpg,https://images.ygoprodeck.com/images/cards_small/37406863.jpg,,,66520,1,1,2001-11-29,1
218704,Fenrir,Effect Monster,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 WATER monsters in your Graveyard. When this card destroys an opponent's monster as a result of battle, your opponent skips their next Draw Phase.",1400.0,1200.0,4.0,Beast,WATER,,,,,https://images.ygoprodeck.com/images/cards/218704.jpg,https://images.ygoprodeck.com/images/cards_small/218704.jpg,,,70574,10,1,2003-04-24,1
91697229,Fenrir the Nordic Wolf,Effect Monster,"Cannot be Normal Summoned/Set. During your Main Phase 2, if an ""Aesir"" monster is on the field, you can Special Summon this card (from your hand) to your opponent's side of the field in Defense Position. If an ""Aesir"" monster is not on the field, destroy this card. At the start of your Battle Phase: Change all Defense Position monsters you control to face-up Attack Position. Both players take any battle damage involving this card.",4000.0,4000.0,10.0,Beast,DARK,,Aesir,,,https://images.ygoprodeck.com/images/cards/91697229.jpg,https://images.ygoprodeck.com/images/cards_small/91697229.jpg,,,64553,8,1,2015-09-19,1
41392891,Feral Imp,Normal Monster,"A playful little fiend that lurks in the dark, waiting to attack an unwary enemy.",1300.0,1400.0,4.0,Fiend,DARK,,,,,https://images.ygoprodeck.com/images/cards/41392891.jpg,https://images.ygoprodeck.com/images/cards_small/41392891.jpg,,,122087,4,0,1999-09-23,0
98642179,Ferocious Flame Swordsman,Link Monster,"2 monsters with different names
All Warrior monsters on the field gain 500 ATK. If this Link Summoned card is destroyed by battle, or by an opponent's card effect while in its owner's Monster Zone: You can target 1 non-Link Warrior monster in your GY; Special Summon it, but banish it when it leaves the field. You can only use this effect of ""Ferocious Flame Swordsman"" once per turn.",1300.0,,,Warrior,FIRE,,,2.0,"['Left', 'Bottom-Left']",https://images.ygoprodeck.com/images/cards/98642179.jpg,https://images.ygoprodeck.com/images/cards_small/98642179.jpg,,,146684,16,4,2019-03-09,1
31044787,Ferret Flames,Trap Card,"If the combined ATK of all face-up monsters your opponent controls is higher than your LP: Make your opponent shuffle monsters they control into the Deck (their choice), so that the combined ATK of the remaining monsters they control becomes less than or equal to your LP.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/31044787.jpg,https://images.ygoprodeck.com/images/cards_small/31044787.jpg,,,117043,2,0,2015-04-25,1
78706415,Fiber Jar,Flip Effect Monster,"FLIP: Each player shuffles all cards from their hand, field, and Graveyard into the Deck, then draws 5 cards.",500.0,500.0,3.0,Plant,EARTH,,,,,https://images.ygoprodeck.com/images/cards/78706415.jpg,https://images.ygoprodeck.com/images/cards_small/78706415.jpg,Banned,,84230,8,0,2001-11-29,1
7153114,Field Barrier,Spell Card,"Field Spell Cards on the field cannot be destroyed. Neither player can activate a new Field Spell Card. You can only control 1 ""Field Barrier"".",,,,Continuous,,,,,,https://images.ygoprodeck.com/images/cards/7153114.jpg,https://images.ygoprodeck.com/images/cards_small/7153114.jpg,,,337342,9,0,2007-02-15,1
89529919,Field-Commander Rahz,Effect Monster,"When this card is Normal or Special Summoned: Choose 1 Level 4 or lower Warrior-Type monster from your Deck, except ""Field-Commander Rahz"", and place it on top of your Deck.",1600.0,1200.0,4.0,Warrior,EARTH,,,,,https://images.ygoprodeck.com/images/cards/89529919.jpg,https://images.ygoprodeck.com/images/cards_small/89529919.jpg,,,47607,4,0,2007-11-23,1
53753697,Fiend Beast Zoa,Effect Monster,"If your opponent controls a monster, you can Normal Summon this card without Tributing. You can only use each of the following effects of ""Fiend Beast Zoa"" once per turn. If this card is in your hand: You can Special Summon it in Defense Position, then, if you do not have ""Enhanced Metalmorph"" in your GY, your opponent can Special Summon 1 monster from their hand. During your Main Phase: You can Set 1 ""Metalmorph"" Trap from your Deck.",2600.0,1900.0,7.0,Fiend,DARK,,,,,https://images.ygoprodeck.com/images/cards/53753697.jpg,https://images.ygoprodeck.com/images/cards_small/53753697.jpg,,,2132,0,0,2024-07-27,1
81172176,Fiend Comedian,Trap Card,"Toss a coin and call it. If you call it right, all your opponent's cards in the Graveyard are removed from play immediately. If you call it wrong, send a number of cards equal to the cards in your opponent's Graveyard from your Deck to your Graveyard.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/81172176.jpg,https://images.ygoprodeck.com/images/cards_small/81172176.jpg,,,111909,8,0,2001-11-29,1
60743819,Fiend Griefing,Trap Card,"Target 1 monster in your opponent's Graveyard; shuffle it into the Deck, then you can send 1 Fiend-Type monster from your Deck to the Graveyard.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/60743819.jpg,https://images.ygoprodeck.com/images/cards_small/60743819.jpg,,,127783,2,0,2015-02-14,1
77456781,Fiend Kraken,Normal Monster,A giant squid that drags its enemies to a watery grave.,1200.0,1400.0,4.0,Aqua,WATER,,,,,https://images.ygoprodeck.com/images/cards/77456781.jpg,https://images.ygoprodeck.com/images/cards_small/77456781.jpg,,,24510,10,0,1999-08-02,0
68870276,Fiend Reflection #1,Normal Monster,This monster can draw its enemies into a mirror world that renders them helpless.,1300.0,1400.0,4.0,Winged Beast,WIND,,,,,https://images.ygoprodeck.com/images/cards/68870276.jpg,https://images.ygoprodeck.com/images/cards_small/68870276.jpg,,,6815,2,2,1999-07-02,0
2863439,Fiend Reflection #2,Normal Monster,A bird-beast that summons reinforcements with a hand mirror.,1100.0,1400.0,4.0,Winged Beast,LIGHT,,,,,https://images.ygoprodeck.com/images/cards/2863439.jpg,https://images.ygoprodeck.com/images/cards_small/2863439.jpg,,,207718,2,3,1999-03-06,0
63947968,Fiend Reflection of the Millennium,Effect Monster,"If this card battles a monster, neither can be destroyed by that battle. You can only use each of the following effects of ""Fiend Reflection of the Millennium"" once per turn. If this card is in your hand: You can place it in your Spell & Trap Zone as a face-up Continuous Spell. If your opponent activates a card or effect, while this card is a Continuous Spell (except during the Damage Step): You can Special Summon this card, then you can gain LP equal to half the ATK of 1 monster on the field.",1300.0,1400.0,4.0,Illusion,WIND,,Millennium,,,https://images.ygoprodeck.com/images/cards/63947968.jpg,https://images.ygoprodeck.com/images/cards_small/63947968.jpg,,,16090,0,0,,1
26566878,Fiend Scorpion,Normal Monster,"A huge scorpion inhabited by the soul of a fiend. Usually it holds back, but has untapped potential.",900.0,200.0,2.0,Insect,EARTH,,,,,https://images.ygoprodeck.com/images/cards/26566878.jpg,https://images.ygoprodeck.com/images/cards_small/26566878.jpg,,,21472,5,0,2004-02-26,0
66235877,Fiend Skull Dragon,Fusion Monster,"""Cave Dragon"" + ""Lesser Fiend""
(This card is always treated as an ""Archfiend"" card.)
A Fusion Summon of this card can only be done with the above Fusion Material Monsters. Negate the effects of Flip Effect Monsters. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap Card.",2000.0,1200.0,5.0,Dragon,WIND,,Archfiend,,,https://images.ygoprodeck.com/images/cards/66235877.jpg,https://images.ygoprodeck.com/images/cards_small/66235877.jpg,,,147485,4,0,2001-09-20,1
22855882,Fiend Sword,Normal Monster,Whoever resists the curse of this blade will gain untold power.,1400.0,800.0,4.0,Warrior,DARK,,,,,https://images.ygoprodeck.com/images/cards/22855882.jpg,https://images.ygoprodeck.com/images/cards_small/22855882.jpg,,,8058,5,1,2000-01-27,0
52800428,Fiend's Hand,Normal Monster,Arms that reach out from the Swamp of Chaos to drag down the damned.,600.0,600.0,2.0,Zombie,DARK,,,,,https://images.ygoprodeck.com/images/cards/52800428.jpg,https://images.ygoprodeck.com/images/cards_small/52800428.jpg,,,9749,6,1,1999-02-04,0
58607704,Fiend's Hand Mirror,Trap Card,Switch the opponent's Spell Card effect that targets 1 Spell or Trap Card to another correct target.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/58607704.jpg,https://images.ygoprodeck.com/images/cards_small/58607704.jpg,,,52253,1,0,2003-07-17,1
31890399,Fiend's Mirror,Ritual Monster,"You can Ritual Summon this card with ""Beastly Mirror Ritual"".",2100.0,1800.0,6.0,Fiend,DARK,,,,,https://images.ygoprodeck.com/images/cards/31890399.jpg,https://images.ygoprodeck.com/images/cards_small/31890399.jpg,,,11484,1,2,1999-12-18,0
24874630,Fiend's Sanctuary,Spell Card,"Special Summon 1 ""Metal Fiend Token"" (Fiend/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any battle damage you would have taken from battles involving it. Once per turn, during your Standby Phase, pay 1000 LP or destroy this Token.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/24874630.jpg,https://images.ygoprodeck.com/images/cards_small/24874630.jpg,,,109646,10,0,2002-10-04,1
50078509,Fiendish Chain,Trap Card,"Activate this card by targeting 1 Effect Monster on the field; negate the effects of that face-up monster while it is on the field, also that face-up monster cannot attack. When it is destroyed, destroy this card.",,,,Continuous,,,,,,https://images.ygoprodeck.com/images/cards/50078509.jpg,https://images.ygoprodeck.com/images/cards_small/50078509.jpg,,,315560,17,4,2009-11-14,1
82556058,Fiendish Engine Omega,Effect Monster,"During your End Phase: Special Summon 1 ""Engine Token"" (Machine-Type/EARTH/Level 1/ATK 200/DEF 200) in Attack Position. Once per turn: You can have this card gain 1000 ATK until the End Phase. During the End Phase, if this effect of this card was used: Destroy this card.",2800.0,2000.0,8.0,Machine,DARK,,,,,https://images.ygoprodeck.com/images/cards/82556058.jpg,https://images.ygoprodeck.com/images/cards_small/82556058.jpg,,,19715,1,0,2007-05-21,1
24662957,Fiendish Golem,Trap Card,"Target 1 monster on the field with 2000 or more ATK; banish it (until the End Phase of the next turn), then if you activated this card while you controlled ""Red Dragon Archfiend"" or a Synchro Monster that mentions it, you can Set 1 ""Fiendish Chain"" directly from your Deck or GY.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/24662957.jpg,https://images.ygoprodeck.com/images/cards_small/24662957.jpg,,,19500,0,0,2023-06-24,1
1759808,Fiendish Portrait,Trap Card,"Target 1 face-up monster your opponent controls; Special Summon 1 monster with that name from your Deck or Extra Deck, but shuffle it into the Deck during the End Phase of the next turn, also you cannot Special Summon monsters from the Deck or Extra Deck for the rest of this turn after this card resolves. You can only activate 1 ""Fiendish Portrait"" per turn.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/1759808.jpg,https://images.ygoprodeck.com/images/cards_small/1759808.jpg,,,7247,2,2,2019-10-12,1
81035362,Fiendish Rhino Warrior,Effect Monster,"Fiend monsters you control, except ""Fiendish Rhino Warrior"", cannot be destroyed by battle or card effects. If this card is sent to the GY: You can send 1 Fiend monster from your Deck to the GY, except ""Fiendish Rhino Warrior"". You can only use this effect of ""Fiendish Rhino Warrior"" once per turn.",1400.0,900.0,3.0,Fiend,EARTH,,,,,https://images.ygoprodeck.com/images/cards/81035362.jpg,https://images.ygoprodeck.com/images/cards_small/81035362.jpg,,,344708,17,0,2015-09-19,1
60764609,Fiendsmith Engraver,Effect Monster,"You can discard this card; add 1 ""Fiendsmith"" Spell/Trap from your Deck to your hand. You can target 1 ""Fiendsmith"" Equip Card you control and 1 monster on the field; send them to the GY. If this card is in your GY: You can shuffle 1 other LIGHT Fiend monster from your GY into the Deck/Extra Deck; Special Summon this card. You can only use each effect of ""Fiendsmith Engraver"" once per turn.",1800.0,2400.0,6.0,Fiend,LIGHT,,Fiendsmith,,,https://images.ygoprodeck.com/images/cards/60764609.jpg,https://images.ygoprodeck.com/images/cards_small/60764609.jpg,,,163061,0,0,2024-04-27,1
99989863,Fiendsmith in Paradise,Trap Card,"Target 1 Level 7 or higher LIGHT Fiend monster you control; send all cards on the field to the GY that are not that monster. If your opponent Special Summons a monster(s), while this card is in your GY: You can banish this card; send 1 ""Fiendsmith"" monster from your Deck or Extra Deck to the GY. You can only use each effect of ""Fiendsmith in Paradise"" once per turn.",,,,Normal,,,Fiendsmith,,,https://images.ygoprodeck.com/images/cards/99989863.jpg,https://images.ygoprodeck.com/images/cards_small/99989863.jpg,,,4602,0,0,2024-04-27,1
101206045,Fiendsmith's Agnusdei,Link Monster,"2+ monsters, including a LIGHT Fiend monster
Once per turn (Quick Effect): You can target 1 LIGHT non-Link Fiend monster in your GY; Special Summon it, and if you do, equip this card you control to it as an Equip Spell with the following effects.
● The equipped monster gains ATK equal to the total Link Rating of Link Monsters equipped to it x 600.
● If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.",1800.0,,,Fiend,LIGHT,,Fiendsmith,3.0,"['Bottom-Left', 'Bottom-Right', 'Top']",https://images.ygoprodeck.com/images/cards/101206045.jpg,https://images.ygoprodeck.com/images/cards_small/101206045.jpg,,,1407,0,0,2024-07-27,1
82135803,Fiendsmith's Desirae,Fusion Monster,"""Fiendsmith Engraver"" + 2 LIGHT Fiend monsters
(Quick Effect): You can negate the effects of a number of face-up cards on the field, up to the total Link Rating of Link Monsters equipped to this card, until the end of this turn. If this card is sent to the GY: You can shuffle 1 other LIGHT Fiend monster from your GY into the Deck/Extra Deck, then target 1 card on the field; send it to the GY. You can only use each effect of ""Fiendsmith's Desirae"" once per turn.",2800.0,2400.0,9.0,Fiend,LIGHT,,Fiendsmith,,,https://images.ygoprodeck.com/images/cards/82135803.jpg,https://images.ygoprodeck.com/images/cards_small/82135803.jpg,,,52130,0,0,2024-04-27,1
46640168,Fiendsmith's Lacrima,Fusion Monster,"2 LIGHT Fiend monsters
Monsters your opponent controls lose 600 ATK. You can only use each of the following effects of ""Fiendsmith's Lacrima"" once per turn. If this card is Fusion Summoned: You can target 1 of your LIGHT Fiend monsters that is banished or in your GY; add it to your hand or Special Summon it. If this card is sent to the GY: You can shuffle 1 other LIGHT Fiend monster from your GY into the Deck/Extra Deck; inflict 1200 damage to your opponent.",2400.0,2400.0,6.0,Fiend,LIGHT,,Fiendsmith,,,https://images.ygoprodeck.com/images/cards/46640168.jpg,https://images.ygoprodeck.com/images/cards_small/46640168.jpg,,,71924,0,0,2024-04-27,1
2463794,Fiendsmith's Requiem,Link Monster,"1 LIGHT Fiend monster
You can only Special Summon ""Fiendsmith's Requiem(s)"" once per turn. During the Main Phase (Quick Effect): You can Tribute this card; Special Summon 1 ""Fiendsmith"" monster from your hand or Deck. You can target 1 LIGHT non-Link Fiend monster you control; equip this card from your field or GY to that monster you control as an Equip Spell that gives it 600 ATK. You can only use this effect of ""Fiendsmith's Requiem"" once per turn.",600.0,,,Fiend,LIGHT,,Fiendsmith,1.0,['Bottom'],https://images.ygoprodeck.com/images/cards/2463794.jpg,https://images.ygoprodeck.com/images/cards_small/2463794.jpg,,,66172,0,0,2024-04-27,1
35552985,Fiendsmith's Sanct,Spell Card,"If you control no face-up monsters, or the only face-up monsters you control are LIGHT Fiend monsters: Special Summon 1 ""Fiendsmith Token"" (Fiend/LIGHT/Level 1/ATK 0/DEF 0), also you cannot declare attacks for the rest of this turn, except with Fiend monsters. If a face-up ""Fiendsmith"" monster(s) you control is destroyed by an opponent's card effect, while this card is in your GY: You can Set this card. You can only use each effect of ""Fiendsmith's Sanct"" once per turn.",,,,Quick-Play,,,Fiendsmith,,,https://images.ygoprodeck.com/images/cards/35552985.jpg,https://images.ygoprodeck.com/images/cards_small/35552985.jpg,,,13604,0,0,2024-04-27,1
49867899,Fiendsmith's Sequence,Link Monster,"2 monsters, including a LIGHT Fiend monster
During your Main Phase: You can Fusion Summon 1 Fiend Fusion Monster from your Extra Deck, by shuffling its materials from your GY into the Deck. You can target 1 LIGHT non-Link Fiend monster you control; equip this card from your field or GY to that monster you control as an Equip Spell with the following effect.
● Your opponent cannot target the equipped monster with card effects.
You can only use each effect of ""Fiendsmith's Sequence"" once per turn.",1200.0,,,Fiend,LIGHT,,Fiendsmith,2.0,"['Bottom-Left', 'Bottom-Right']",https://images.ygoprodeck.com/images/cards/49867899.jpg,https://images.ygoprodeck.com/images/cards_small/49867899.jpg,,,64030,0,0,2024-04-27,1
98567237,Fiendsmith's Tract,Spell Card,"Add 1 LIGHT Fiend monster from your Deck to your hand, then discard 1 card. You can banish this card from your GY; Fusion Summon 1 ""Fiendsmith"" Fusion Monster from your Extra Deck, using monsters from your hand or field. You can only use each effect of ""Fiendsmith's Tract"" once per turn.",,,,Normal,,,Fiendsmith,,,https://images.ygoprodeck.com/images/cards/98567237.jpg,https://images.ygoprodeck.com/images/cards_small/98567237.jpg,,,85713,0,0,2024-04-27,1
27012717,Fierce Tiger Monghu,Effect Monster,"All other monsters on the field lose 500 ATK. Once per turn, during your Main Phase: You can destroy all monsters on the field with less ATK than this card.",1700.0,1000.0,4.0,Beast,EARTH,,,,,https://images.ygoprodeck.com/images/cards/27012717.jpg,https://images.ygoprodeck.com/images/cards_small/27012717.jpg,,,8489,0,0,2022-10-15,1
68054593,Fiery Fervor,Trap Card,"Target 1 face-up monster you control; equip this card to that target. If your opponent controls a monster with ATK higher than that same monster's original ATK, the ATK of the equipped monster becomes double the equipped monster's original ATK, during the Damage Step only.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/68054593.jpg,https://images.ygoprodeck.com/images/cards_small/68054593.jpg,,,17267,2,0,2011-07-16,1
55428811,Fifth Hope,Spell Card,"Target 5 ""Elemental HERO"" cards in your Graveyard; shuffle them into the Deck, then draw 2 cards (draw 3 cards instead, if you had no other cards on your side of the field and in your hand when you activated this card).",,,,Normal,,,Elemental HERO,,,https://images.ygoprodeck.com/images/cards/55428811.jpg,https://images.ygoprodeck.com/images/cards_small/55428811.jpg,,,43789,6,2,2007-05-12,1
85862791,Fighting Dirty,Trap Card,"If a card(s) you control and a card(s) your opponent controls are destroyed by battle or card effect at the same time: Each player draws 2 cards. You can only activate 1 ""Fighting Dirty"" per turn.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/85862791.jpg,https://images.ygoprodeck.com/images/cards_small/85862791.jpg,,,7318,3,0,2019-04-13,1
36319131,Fighting Flame Dragon,Fusion Monster,"1 Dragon monster + 1 FIRE Warrior monster
Except during the Damage Step (Quick Effect): You can target 1 Warrior Fusion Monster you control; equip this card from your field or GY to that monster you control as an Equip Spell. You can only use this effect of ""Fighting Flame Dragon"" once per turn. While this card is equipped to ""Flame Swordsman"" or a monster that mentions it, the equipped monster gains 700 ATK and can make a second attack during each Battle Phase.",1700.0,1600.0,5.0,Dragon,FIRE,,Flame Swordsman,,,https://images.ygoprodeck.com/images/cards/36319131.jpg,https://images.ygoprodeck.com/images/cards_small/36319131.jpg,,,18716,0,0,,1
35697544,Fighting Flame Sword,Spell Card,"Activate 1 of these effects;
● Add 1 card from your Deck to your hand that mentions ""Flame Swordsman"", except ""Fighting Flame Sword"".
● When an attack is declared involving a FIRE Warrior monster you control: You can target 1 card on the field; destroy it.
● When your opponent activates a card or effect that targets ""Flame Swordsman"", or a monster(s) that mentions it, that you control: Negate that effect.
You can only activate 1 ""Fighting Flame Sword"" per turn.",,,,Quick-Play,,,Flame Swordsman,,,https://images.ygoprodeck.com/images/cards/35697544.jpg,https://images.ygoprodeck.com/images/cards_small/35697544.jpg,,,22587,0,0,,1
1047075,Fighting Flame Swordsman,Effect Monster,"If this card is Normal or Special Summoned: You can add 1 Spell/Trap that mentions ""Flame Swordsman"" from your Deck to your hand. If this card is sent to the GY: You can send 1 ""Flame Swordsman"" or 1 monster that mentions it from your Deck or Extra Deck to the GY, except ""Fighting Flame Swordsman"". You can only use each effect of ""Fighting Flame Swordsman"" once per turn.",1800.0,1600.0,4.0,Warrior,FIRE,,Flame Swordsman,,,https://images.ygoprodeck.com/images/cards/1047075.jpg,https://images.ygoprodeck.com/images/cards_small/1047075.jpg,,,32275,0,0,,1
6178850,Fighting Spirit,Spell Card,"The equipped monster gains 300 ATK for each monster your opponent controls. If it would be destroyed by battle, you can destroy this card instead.",,,,Equip,,,,,,https://images.ygoprodeck.com/images/cards/6178850.jpg,https://images.ygoprodeck.com/images/cards_small/6178850.jpg,,,78815,8,0,2008-04-19,1
36205132,"Filo, Messenger Fur Hire",Effect Monster,"During your Main Phase: You can Special Summon 1 monster ""Fur Hire"" from your hand, except ""Filo, Messenger Fur Hire"". If a monster ""Fur Hire"" is Special Summoned to your field while you control this monster (except during the Damage Step): You can target 1 monster ""Fur Hire"" in your GY; Special Summon it in Defense Position, but place it on the bottom of the Deck if it leaves the field. You can only use each effect of ""Filo, Messenger Fur Hire"" once per turn.",0.0,0.0,1.0,Winged Beast,WIND,,Fur Hire,,,https://images.ygoprodeck.com/images/cards/36205132.jpg,https://images.ygoprodeck.com/images/cards_small/36205132.jpg,,,141852,6,3,2019-01-12,1
52503575,Final Attack Orders,Trap Card,All face-up monsters on the field are changed to Attack Position and their battle positions cannot be changed.,,,,Continuous,,,,,,https://images.ygoprodeck.com/images/cards/52503575.jpg,https://images.ygoprodeck.com/images/cards_small/52503575.jpg,,,131141,2,1,2004-09-23,1
101206064,Final Bringer's Bellow,Spell Card,"Target 1 monster you control and 1 card your opponent controls; destroy them. You can only activate 1 ""Final Bringer's Bellow"" per turn.",,,,Quick-Play,,,,,,https://images.ygoprodeck.com/images/cards/101206064.jpg,https://images.ygoprodeck.com/images/cards_small/101206064.jpg,,,3231,0,0,2024-07-27,1
95308449,Final Countdown,Spell Card,"Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1st turn), you win the Duel.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/95308449.jpg,https://images.ygoprodeck.com/images/cards_small/95308449.jpg,,,198817,22,1,2003-02-20,1
35756798,Final Cross,Spell Card,"During your turn, if a Synchro Monster(s) was sent to your GY this turn: Target 1 Synchro Monster you control; it can make a second attack during each Battle Phase this turn, also, if you activated this card by targeting a Synchro Monster with ""Warrior"", ""Synchron"", or ""Stardust"" in its original name, you can make it gain ATK equal to the ATK of 1 Synchro Monster in your GY. You can only activate 1 ""Final Cross"" per turn.",,,,Quick-Play,,,,,,https://images.ygoprodeck.com/images/cards/35756798.jpg,https://images.ygoprodeck.com/images/cards_small/35756798.jpg,,,5017,0,0,2022-12-17,1
18591904,Final Destiny,Spell Card,Discard 5 cards from your hand. Destroy all cards on the field.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/18591904.jpg,https://images.ygoprodeck.com/images/cards_small/18591904.jpg,,,153264,5,0,2000-04-20,1
300201003,Final Draw,Skill Card,"[Activate this Skill during your Main Phase] 

Once per turn, during your turn, you may place a counter on this Skill. If it has 3 or more counters when you would draw a card, you may search your Deck for any card and add it to your hand instead. At the end of the turn you use this Skill, you lose the Duel.",,,,Yugi,,,,,,https://images.ygoprodeck.com/images/cards/300201003.jpg,https://images.ygoprodeck.com/images/cards_small/300201003.jpg,,,2230,4,4,,1
